20.07.06 08:00:47: root: DEBUG  : ColumnA ColumnB ColumnC ColumnD
20.07.06 08:01:14: root: DEBUG  : Gyro_raw(deg/s) -48.035 1851.516761789
20.07.06 08:01:14: root: DEBUG  : global_x(m) 0.808 global_y(m) 0.231
20.07.06 08:01:14: root: DEBUG  : heading(deg) -176.335
20.07.06 08:01:14: root: DEBUG  : vectorLength(m) 0.331 vectorDirection(deg) 54.5
20.07.06 08:01:14: root: DEBUG  : CurveFlip -1
20.07.06 08:01:14: root: DEBUG  : sleepTime(s) 0.053
20.07.06 08:01:14: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:14: root: DEBUG  : EffortLeft(duty) -0.007 0.788
20.07.06 08:01:14: root: DEBUG  : EffortRight(duty) 0.005 0.408
20.07.06 08:01:14: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:01:14: root: DEBUG  : Wheel_Increments(rad) 0.632 0.1342
20.07.06 08:01:14: root: DEBUG  : Wheel_Speeds(rad/s) 9.3746 1.991
20.07.06 08:01:14: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.057 1851.579273663
20.07.06 08:01:14: root: DEBUG  : TimeStamp(s) 1851.580193854
20.07.06 08:01:14: root: DEBUG  : Gyro_raw(deg/s) -45.715 1851.586790012
20.07.06 08:01:14: root: DEBUG  : global_x(m) 0.792 global_y(m) 0.23
20.07.06 08:01:14: root: DEBUG  : heading(deg) -179.601
20.07.06 08:01:14: root: DEBUG  : vectorLength(m) 0.341 vectorDirection(deg) 52.4
20.07.06 08:01:14: root: DEBUG  : CurveFlip -1
20.07.06 08:01:14: root: DEBUG  : sleepTime(s) 0.051
20.07.06 08:01:14: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:14: root: DEBUG  : EffortLeft(duty) -0.0 0.788
20.07.06 08:01:14: root: DEBUG  : EffortRight(duty) 0.007 0.415
20.07.06 08:01:14: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:01:14: root: DEBUG  : Wheel_Increments(rad) 0.605 0.1308
20.07.06 08:01:14: root: DEBUG  : Wheel_Speeds(rad/s) 9.01 1.9476
20.07.06 08:01:14: root: DEBUG  : Chassis_Increment(m,rad) 0.015 -0.054 1851.648228003
20.07.06 08:01:14: root: DEBUG  : TimeStamp(s) 1851.648539927
20.07.06 08:01:14: root: DEBUG  : Gyro_raw(deg/s) -45.044 1851.656729162
20.07.06 08:01:14: root: DEBUG  : global_x(m) 0.777 global_y(m) 0.23
20.07.06 08:01:14: root: DEBUG  : heading(deg) 177.305
20.07.06 08:01:14: root: DEBUG  : vectorLength(m) 0.35 vectorDirection(deg) 50.4
20.07.06 08:01:14: root: DEBUG  : CurveFlip -1
20.07.06 08:01:14: root: DEBUG  : sleepTime(s) 0.05
20.07.06 08:01:14: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:14: root: DEBUG  : EffortLeft(duty) 0.007 0.795
20.07.06 08:01:14: root: DEBUG  : EffortRight(duty) 0.008 0.423
20.07.06 08:01:14: root: DEBUG  : Time_Increment(s) 0.069
20.07.06 08:01:14: root: DEBUG  : Wheel_Increments(rad) 0.6132 0.1354
20.07.06 08:01:14: root: DEBUG  : Wheel_Speeds(rad/s) 8.9137 1.9678
20.07.06 08:01:14: root: DEBUG  : Chassis_Increment(m,rad) 0.015 -0.054 1851.71582949
20.07.06 08:01:14: root: DEBUG  : TimeStamp(s) 1851.716321395
20.07.06 08:01:14: root: DEBUG  : Gyro_raw(deg/s) -43.396 1851.726896412
20.07.06 08:01:14: root: DEBUG  : global_x(m) 0.762 global_y(m) 0.231
20.07.06 08:01:14: root: DEBUG  : heading(deg) 174.211
20.07.06 08:01:14: root: DEBUG  : vectorLength(m) 0.359 vectorDirection(deg) 48.5
20.07.06 08:01:14: root: DEBUG  : CurveFlip -1
20.07.06 08:01:14: root: DEBUG  : sleepTime(s) 0.047
20.07.06 08:01:14: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:14: root: DEBUG  : EffortLeft(duty) 0.009 0.804
20.07.06 08:01:14: root: DEBUG  : EffortRight(duty) 0.007 0.43
20.07.06 08:01:14: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:01:14: root: DEBUG  : Wheel_Increments(rad) 0.6071 0.1392
20.07.06 08:01:14: root: DEBUG  : Wheel_Speeds(rad/s) 9.0019 2.0642
20.07.06 08:01:14: root: DEBUG  : Chassis_Increment(m,rad) 0.015 -0.053 1851.782588527
20.07.06 08:01:14: root: DEBUG  : TimeStamp(s) 1851.782815585
20.07.06 08:01:14: root: DEBUG  : Gyro_raw(deg/s) -42.664 1851.786790695
20.07.06 08:01:14: root: DEBUG  : global_x(m) 0.747 global_y(m) 0.233
20.07.06 08:01:14: root: DEBUG  : heading(deg) 171.174
20.07.06 08:01:14: root: DEBUG  : vectorLength(m) 0.367 vectorDirection(deg) 46.5
20.07.06 08:01:14: root: DEBUG  : CurveFlip -1
20.07.06 08:01:14: root: DEBUG  : sleepTime(s) 0.054
20.07.06 08:01:14: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:14: root: DEBUG  : EffortLeft(duty) 0.007 0.811
20.07.06 08:01:14: root: DEBUG  : EffortRight(duty) 0.006 0.436
20.07.06 08:01:14: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:14: root: DEBUG  : Wheel_Increments(rad) 0.6123 0.1563
20.07.06 08:01:14: root: DEBUG  : Wheel_Speeds(rad/s) 8.9689 2.2893
20.07.06 08:01:14: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.052 1851.850857983
20.07.06 08:01:14: root: DEBUG  : TimeStamp(s) 1851.851088375
20.07.06 08:01:14: root: DEBUG  : Gyro_raw(deg/s) -43.213 1851.856722054
20.07.06 08:01:14: root: DEBUG  : global_x(m) 0.732 global_y(m) 0.236
20.07.06 08:01:14: root: DEBUG  : heading(deg) 168.195
20.07.06 08:01:14: root: DEBUG  : vectorLength(m) 0.376 vectorDirection(deg) 44.5
20.07.06 08:01:14: root: DEBUG  : CurveFlip -1
20.07.06 08:01:14: root: DEBUG  : sleepTime(s) 0.052
20.07.06 08:01:14: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:14: root: DEBUG  : EffortLeft(duty) 0.008 0.819
20.07.06 08:01:14: root: DEBUG  : EffortRight(duty) 0.001 0.437
20.07.06 08:01:14: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:01:14: root: DEBUG  : Wheel_Increments(rad) 0.6163 0.1689
20.07.06 08:01:14: root: DEBUG  : Wheel_Speeds(rad/s) 9.2029 2.5226
20.07.06 08:01:14: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.051 1851.918350024
20.07.06 08:01:14: root: DEBUG  : TimeStamp(s) 1851.918574958
20.07.06 08:01:14: root: DEBUG  : Gyro_raw(deg/s) -41.748 1851.926964796
20.07.06 08:01:14: root: DEBUG  : global_x(m) 0.716 global_y(m) 0.24
20.07.06 08:01:14: root: DEBUG  : heading(deg) 165.273
20.07.06 08:01:14: root: DEBUG  : vectorLength(m) 0.385 vectorDirection(deg) 42.5
20.07.06 08:01:14: root: DEBUG  : CurveFlip -1
20.07.06 08:01:14: root: DEBUG  : sleepTime(s) 0.049
20.07.06 08:01:14: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:14: root: DEBUG  : EffortLeft(duty) 0.003 0.823
20.07.06 08:01:14: root: DEBUG  : EffortRight(duty) -0.004 0.433
20.07.06 08:01:14: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:01:14: root: DEBUG  : Wheel_Increments(rad) 0.6475 0.1908
20.07.06 08:01:14: root: DEBUG  : Wheel_Speeds(rad/s) 9.6708 2.8494
20.07.06 08:01:14: root: DEBUG  : Chassis_Increment(m,rad) 0.017 -0.052 1851.984955994
20.07.06 08:01:14: root: DEBUG  : TimeStamp(s) 1851.985843981
20.07.06 08:01:14: root: DEBUG  : Gyro_raw(deg/s) -43.884 1851.996616352
20.07.06 08:01:14: root: DEBUG  : global_x(m) 0.7 global_y(m) 0.245
20.07.06 08:01:14: root: DEBUG  : heading(deg) 162.293
20.07.06 08:01:14: root: DEBUG  : vectorLength(m) 0.394 vectorDirection(deg) 40.4
20.07.06 08:01:14: root: DEBUG  : CurveFlip -1
20.07.06 08:01:14: root: DEBUG  : sleepTime(s) 0.047
20.07.06 08:01:14: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:14: root: DEBUG  : EffortLeft(duty) -0.006 0.816
20.07.06 08:01:14: root: DEBUG  : EffortRight(duty) -0.01 0.423
20.07.06 08:01:14: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:14: root: DEBUG  : Wheel_Increments(rad) 0.66 0.1998
20.07.06 08:01:14: root: DEBUG  : Wheel_Speeds(rad/s) 9.7294 2.9454
20.07.06 08:01:14: root: DEBUG  : Chassis_Increment(m,rad) 0.018 -0.052 1852.052759543
20.07.06 08:01:14: root: DEBUG  : TimeStamp(s) 1852.053001766
20.07.06 08:01:14: root: DEBUG  : Gyro_raw(deg/s) -43.274 1852.056729486
20.07.06 08:01:14: root: DEBUG  : global_x(m) 0.683 global_y(m) 0.25
20.07.06 08:01:14: root: DEBUG  : heading(deg) 159.314
20.07.06 08:01:14: root: DEBUG  : vectorLength(m) 0.404 vectorDirection(deg) 38.2
20.07.06 08:01:14: root: DEBUG  : CurveFlip -1
20.07.06 08:01:14: root: DEBUG  : sleepTime(s) 0.054
20.07.06 08:01:14: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:14: root: DEBUG  : EffortLeft(duty) -0.007 0.809
20.07.06 08:01:14: root: DEBUG  : EffortRight(duty) -0.012 0.411
20.07.06 08:01:14: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:14: root: DEBUG  : Wheel_Increments(rad) 0.6702 0.2019
20.07.06 08:01:14: root: DEBUG  : Wheel_Speeds(rad/s) 9.8664 2.9726
20.07.06 08:01:14: root: DEBUG  : Chassis_Increment(m,rad) 0.018 -0.053 1852.120821771
20.07.06 08:01:14: root: DEBUG  : TimeStamp(s) 1852.121091242
20.07.06 08:01:14: root: DEBUG  : Gyro_raw(deg/s) -44.434 1852.126913901
20.07.06 08:01:14: root: DEBUG  : global_x(m) 0.666 global_y(m) 0.257
20.07.06 08:01:14: root: DEBUG  : heading(deg) 156.277
20.07.06 08:01:14: root: DEBUG  : vectorLength(m) 0.413 vectorDirection(deg) 36.0
20.07.06 08:01:14: root: DEBUG  : CurveFlip -1
20.07.06 08:01:14: root: DEBUG  : sleepTime(s) 0.051
20.07.06 08:01:14: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:14: root: DEBUG  : EffortLeft(duty) -0.01 0.799
20.07.06 08:01:14: root: DEBUG  : EffortRight(duty) -0.013 0.398
20.07.06 08:01:14: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:01:14: root: DEBUG  : Wheel_Increments(rad) 0.6362 0.2006
20.07.06 08:01:14: root: DEBUG  : Wheel_Speeds(rad/s) 9.447 2.9782
20.07.06 08:01:14: root: DEBUG  : Chassis_Increment(m,rad) 0.017 -0.05 1852.188531622
20.07.06 08:01:14: root: DEBUG  : TimeStamp(s) 1852.189424691
20.07.06 08:01:14: root: DEBUG  : Gyro_raw(deg/s) -43.213 1852.1967044
20.07.06 08:01:14: root: DEBUG  : global_x(m) 0.651 global_y(m) 0.265
20.07.06 08:01:14: root: DEBUG  : heading(deg) 153.413
20.07.06 08:01:14: root: DEBUG  : vectorLength(m) 0.421 vectorDirection(deg) 34.0
20.07.06 08:01:14: root: DEBUG  : CurveFlip -1
20.07.06 08:01:14: root: DEBUG  : sleepTime(s) 0.051
20.07.06 08:01:14: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:14: root: DEBUG  : EffortLeft(duty) -0.002 0.798
20.07.06 08:01:14: root: DEBUG  : EffortRight(duty) -0.013 0.385
20.07.06 08:01:14: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:14: root: DEBUG  : Wheel_Increments(rad) 0.6425 0.1973
20.07.06 08:01:14: root: DEBUG  : Wheel_Speeds(rad/s) 9.4662 2.9068
20.07.06 08:01:14: root: DEBUG  : Chassis_Increment(m,rad) 0.017 -0.051 1852.256985391
20.07.06 08:01:14: root: DEBUG  : TimeStamp(s) 1852.257277734
20.07.06 08:01:14: root: DEBUG  : Gyro_raw(deg/s) -41.016 1852.266630718
20.07.06 08:01:14: root: DEBUG  : global_x(m) 0.636 global_y(m) 0.273
20.07.06 08:01:14: root: DEBUG  : heading(deg) 150.491
20.07.06 08:01:14: root: DEBUG  : vectorLength(m) 0.43 vectorDirection(deg) 32.0
20.07.06 08:01:14: root: DEBUG  : CurveFlip -1
20.07.06 08:01:14: root: DEBUG  : sleepTime(s) 0.048
20.07.06 08:01:14: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:14: root: DEBUG  : EffortLeft(duty) -0.002 0.796
20.07.06 08:01:14: root: DEBUG  : EffortRight(duty) -0.011 0.374
20.07.06 08:01:14: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:14: root: DEBUG  : Wheel_Increments(rad) 0.6138 0.2144
20.07.06 08:01:14: root: DEBUG  : Wheel_Speeds(rad/s) 9.0578 3.1636
20.07.06 08:01:14: root: DEBUG  : Chassis_Increment(m,rad) 0.017 -0.045 1852.323491372
20.07.06 08:01:14: root: DEBUG  : TimeStamp(s) 1852.323716848
20.07.06 08:01:14: root: DEBUG  : Gyro_raw(deg/s) -27.71 1852.32688992
20.07.06 08:01:14: root: DEBUG  : global_x(m) 0.621 global_y(m) 0.281
20.07.06 08:01:14: root: DEBUG  : heading(deg) 147.912
20.07.06 08:01:14: root: DEBUG  : vectorLength(m) 0.438 vectorDirection(deg) 30.0
20.07.06 08:01:14: root: DEBUG  : CurveFlip -1
20.07.06 08:01:14: root: DEBUG  : sleepTime(s) 0.054
20.07.06 08:01:15: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:15: root: DEBUG  : EffortLeft(duty) 0.006 0.802
20.07.06 08:01:15: root: DEBUG  : EffortRight(duty) -0.016 0.358
20.07.06 08:01:15: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:15: root: DEBUG  : Wheel_Increments(rad) 0.5624 0.2217
20.07.06 08:01:15: root: DEBUG  : Wheel_Speeds(rad/s) 8.3314 3.2837
20.07.06 08:01:15: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.039 1852.391031409
20.07.06 08:01:15: root: DEBUG  : TimeStamp(s) 1852.391260259
20.07.06 08:01:15: root: DEBUG  : Gyro_raw(deg/s) -25.146 1852.396643508
20.07.06 08:01:15: root: DEBUG  : global_x(m) 0.608 global_y(m) 0.29
20.07.06 08:01:15: root: DEBUG  : heading(deg) 145.678
20.07.06 08:01:15: root: DEBUG  : vectorLength(m) 0.445 vectorDirection(deg) 28.2
20.07.06 08:01:15: root: DEBUG  : CurveFlip -1
20.07.06 08:01:15: root: DEBUG  : sleepTime(s) 0.053
20.07.06 08:01:15: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:15: root: DEBUG  : EffortLeft(duty) 0.021 0.822
20.07.06 08:01:15: root: DEBUG  : EffortRight(duty) -0.019 0.339
20.07.06 08:01:15: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:01:15: root: DEBUG  : Wheel_Increments(rad) 0.5632 0.2021
20.07.06 08:01:15: root: DEBUG  : Wheel_Speeds(rad/s) 8.3702 3.0038
20.07.06 08:01:15: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.041 1852.458617066
20.07.06 08:01:15: root: DEBUG  : TimeStamp(s) 1852.458843084
20.07.06 08:01:15: root: DEBUG  : Gyro_raw(deg/s) -35.278 1852.466607198
20.07.06 08:01:15: root: DEBUG  : global_x(m) 0.595 global_y(m) 0.299
20.07.06 08:01:15: root: DEBUG  : heading(deg) 143.329
20.07.06 08:01:15: root: DEBUG  : vectorLength(m) 0.452 vectorDirection(deg) 26.3
20.07.06 08:01:15: root: DEBUG  : CurveFlip -1
20.07.06 08:01:15: root: DEBUG  : sleepTime(s) 0.05
20.07.06 08:01:15: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:15: root: DEBUG  : EffortLeft(duty) 0.02 0.842
20.07.06 08:01:15: root: DEBUG  : EffortRight(duty) -0.013 0.326
20.07.06 08:01:15: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:01:15: root: DEBUG  : Wheel_Increments(rad) 0.6146 0.1735
20.07.06 08:01:15: root: DEBUG  : Wheel_Speeds(rad/s) 9.1734 2.5903
20.07.06 08:01:15: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.05 1852.526803033
20.07.06 08:01:15: root: DEBUG  : TimeStamp(s) 1852.527271982
20.07.06 08:01:15: root: DEBUG  : Gyro_raw(deg/s) -43.274 1852.536533476
20.07.06 08:01:15: root: DEBUG  : global_x(m) 0.582 global_y(m) 0.309
20.07.06 08:01:15: root: DEBUG  : heading(deg) 140.464
20.07.06 08:01:15: root: DEBUG  : vectorLength(m) 0.46 vectorDirection(deg) 24.5
20.07.06 08:01:15: root: DEBUG  : CurveFlip -1
20.07.06 08:01:15: root: DEBUG  : sleepTime(s) 0.049
20.07.06 08:01:15: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:15: root: DEBUG  : EffortLeft(duty) 0.004 0.846
20.07.06 08:01:15: root: DEBUG  : EffortRight(duty) -0.005 0.321
20.07.06 08:01:15: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:15: root: DEBUG  : Wheel_Increments(rad) 0.6636 0.1444
20.07.06 08:01:15: root: DEBUG  : Wheel_Speeds(rad/s) 9.7029 2.111
20.07.06 08:01:15: root: DEBUG  : Chassis_Increment(m,rad) 0.017 -0.059 1852.593828793
20.07.06 08:01:15: root: DEBUG  : TimeStamp(s) 1852.59405581
20.07.06 08:01:15: root: DEBUG  : Gyro_raw(deg/s) -49.561 1852.596611199
20.07.06 08:01:15: root: DEBUG  : global_x(m) 0.569 global_y(m) 0.32
20.07.06 08:01:15: root: DEBUG  : heading(deg) 137.083
20.07.06 08:01:15: root: DEBUG  : vectorLength(m) 0.467 vectorDirection(deg) 22.6
20.07.06 08:01:15: root: DEBUG  : CurveFlip -1
20.07.06 08:01:15: root: DEBUG  : sleepTime(s) 0.056
20.07.06 08:01:15: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:15: root: DEBUG  : EffortLeft(duty) -0.007 0.839
20.07.06 08:01:15: root: DEBUG  : EffortRight(duty) 0.005 0.325
20.07.06 08:01:15: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:15: root: DEBUG  : Wheel_Increments(rad) 0.6855 0.1195
20.07.06 08:01:15: root: DEBUG  : Wheel_Speeds(rad/s) 10.1363 1.7664
20.07.06 08:01:15: root: DEBUG  : Chassis_Increment(m,rad) 0.017 -0.064 1852.66152923
20.07.06 08:01:15: root: DEBUG  : TimeStamp(s) 1852.661766537
20.07.06 08:01:15: root: DEBUG  : Gyro_raw(deg/s) -52.49 1852.666582639
20.07.06 08:01:15: root: DEBUG  : global_x(m) 0.557 global_y(m) 0.332
20.07.06 08:01:15: root: DEBUG  : heading(deg) 133.416
20.07.06 08:01:15: root: DEBUG  : vectorLength(m) 0.474 vectorDirection(deg) 20.7
20.07.06 08:01:15: root: DEBUG  : CurveFlip -1
20.07.06 08:01:15: root: DEBUG  : sleepTime(s) 0.053
20.07.06 08:01:15: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:15: root: DEBUG  : EffortLeft(duty) -0.015 0.824
20.07.06 08:01:15: root: DEBUG  : EffortRight(duty) 0.012 0.337
20.07.06 08:01:15: root: DEBUG  : Time_Increment(s) 0.069
20.07.06 08:01:15: root: DEBUG  : Wheel_Increments(rad) 0.7018 0.1049
20.07.06 08:01:15: root: DEBUG  : Wheel_Speeds(rad/s) 10.1088 1.5108
20.07.06 08:01:15: root: DEBUG  : Chassis_Increment(m,rad) 0.017 -0.068 1852.730748168
20.07.06 08:01:15: root: DEBUG  : TimeStamp(s) 1852.730976768
20.07.06 08:01:15: root: DEBUG  : Gyro_raw(deg/s) -54.504 1852.736587783
20.07.06 08:01:15: root: DEBUG  : global_x(m) 0.546 global_y(m) 0.345
20.07.06 08:01:15: root: DEBUG  : heading(deg) 129.52
20.07.06 08:01:15: root: DEBUG  : vectorLength(m) 0.48 vectorDirection(deg) 18.8
20.07.06 08:01:15: root: DEBUG  : CurveFlip -1
20.07.06 08:01:15: root: DEBUG  : sleepTime(s) 0.052
20.07.06 08:01:15: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:15: root: DEBUG  : EffortLeft(duty) -0.015 0.809
20.07.06 08:01:15: root: DEBUG  : EffortRight(duty) 0.017 0.353
20.07.06 08:01:15: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:01:15: root: DEBUG  : Wheel_Increments(rad) 0.6792 0.0886
20.07.06 08:01:15: root: DEBUG  : Wheel_Speeds(rad/s) 10.1611 1.3254
20.07.06 08:01:15: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.067 1852.798090851
20.07.06 08:01:15: root: DEBUG  : TimeStamp(s) 1852.798874225
20.07.06 08:01:15: root: DEBUG  : Gyro_raw(deg/s) -53.772 1852.806833193
20.07.06 08:01:15: root: DEBUG  : global_x(m) 0.536 global_y(m) 0.358
20.07.06 08:01:15: root: DEBUG  : heading(deg) 125.681
20.07.06 08:01:15: root: DEBUG  : vectorLength(m) 0.485 vectorDirection(deg) 17.1
20.07.06 08:01:15: root: DEBUG  : CurveFlip -1
20.07.06 08:01:15: root: DEBUG  : sleepTime(s) 0.05
20.07.06 08:01:15: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:15: root: DEBUG  : EffortLeft(duty) -0.016 0.793
20.07.06 08:01:15: root: DEBUG  : EffortRight(duty) 0.02 0.374
20.07.06 08:01:15: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:15: root: DEBUG  : Wheel_Increments(rad) 0.6738 0.0899
20.07.06 08:01:15: root: DEBUG  : Wheel_Speeds(rad/s) 9.9697 1.3306
20.07.06 08:01:15: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.066 1852.86609663
20.07.06 08:01:15: root: DEBUG  : TimeStamp(s) 1852.866613407
20.07.06 08:01:15: root: DEBUG  : Gyro_raw(deg/s) -53.772 1852.876480335
20.07.06 08:01:15: root: DEBUG  : global_x(m) 0.527 global_y(m) 0.371
20.07.06 08:01:15: root: DEBUG  : heading(deg) 121.9
20.07.06 08:01:15: root: DEBUG  : vectorLength(m) 0.49 vectorDirection(deg) 15.3
20.07.06 08:01:15: root: DEBUG  : CurveFlip -1
20.07.06 08:01:15: root: DEBUG  : sleepTime(s) 0.048
20.07.06 08:01:15: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:15: root: DEBUG  : EffortLeft(duty) -0.012 0.781
20.07.06 08:01:15: root: DEBUG  : EffortRight(duty) 0.02 0.394
20.07.06 08:01:15: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:15: root: DEBUG  : Wheel_Increments(rad) 0.6527 0.0874
20.07.06 08:01:15: root: DEBUG  : Wheel_Speeds(rad/s) 9.6559 1.2935
20.07.06 08:01:15: root: DEBUG  : Chassis_Increment(m,rad) 0.015 -0.064 1852.93291712
20.07.06 08:01:15: root: DEBUG  : TimeStamp(s) 1852.933152011
20.07.06 08:01:15: root: DEBUG  : Gyro_raw(deg/s) -43.884 1852.936552142
20.07.06 08:01:15: root: DEBUG  : global_x(m) 0.52 global_y(m) 0.384
20.07.06 08:01:15: root: DEBUG  : heading(deg) 118.233
20.07.06 08:01:15: root: DEBUG  : vectorLength(m) 0.494 vectorDirection(deg) 13.6
20.07.06 08:01:15: root: DEBUG  : CurveFlip -1
20.07.06 08:01:15: root: DEBUG  : sleepTime(s) 0.055
20.07.06 08:01:15: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:15: root: DEBUG  : EffortLeft(duty) -0.006 0.775
20.07.06 08:01:15: root: DEBUG  : EffortRight(duty) 0.021 0.415
20.07.06 08:01:15: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:15: root: DEBUG  : Wheel_Increments(rad) 0.5729 0.1016
20.07.06 08:01:15: root: DEBUG  : Wheel_Speeds(rad/s) 8.4532 1.4994
20.07.06 08:01:15: root: DEBUG  : Chassis_Increment(m,rad) 0.014 -0.054 1853.000676383
20.07.06 08:01:15: root: DEBUG  : TimeStamp(s) 1853.000931856
20.07.06 08:01:15: root: DEBUG  : Gyro_raw(deg/s) -49.133 1853.006822174
20.07.06 08:01:15: root: DEBUG  : global_x(m) 0.513 global_y(m) 0.397
20.07.06 08:01:15: root: DEBUG  : heading(deg) 115.139
20.07.06 08:01:15: root: DEBUG  : vectorLength(m) 0.497 vectorDirection(deg) 12.0
20.07.06 08:01:15: root: DEBUG  : CurveFlip -1
20.07.06 08:01:15: root: DEBUG  : sleepTime(s) 0.051
20.07.06 08:01:15: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:15: root: DEBUG  : EffortLeft(duty) 0.018 0.794
20.07.06 08:01:15: root: DEBUG  : EffortRight(duty) 0.017 0.432
20.07.06 08:01:15: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:15: root: DEBUG  : Wheel_Increments(rad) 0.5952 0.1114
20.07.06 08:01:15: root: DEBUG  : Wheel_Speeds(rad/s) 8.7434 1.6366
20.07.06 08:01:15: root: DEBUG  : Chassis_Increment(m,rad) 0.014 -0.055 1853.068988045
20.07.06 08:01:15: root: DEBUG  : TimeStamp(s) 1853.069237643
20.07.06 08:01:15: root: DEBUG  : Gyro_raw(deg/s) -48.34 1853.076491771
20.07.06 08:01:15: root: DEBUG  : global_x(m) 0.508 global_y(m) 0.409
20.07.06 08:01:15: root: DEBUG  : heading(deg) 111.988
20.07.06 08:01:15: root: DEBUG  : vectorLength(m) 0.5 vectorDirection(deg) 10.4
20.07.06 08:01:15: root: DEBUG  : CurveFlip -1
20.07.06 08:01:15: root: DEBUG  : sleepTime(s) 0.051
20.07.06 08:01:15: root: DEBUG  : PhiSetPoints(rad/s) 9.366 2.341
20.07.06 08:01:15: root: DEBUG  : EffortLeft(duty) 0.012 0.806
20.07.06 08:01:15: root: DEBUG  : EffortRight(duty) 0.014 0.446
20.07.06 08:01:15: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:01:15: root: DEBUG  : Wheel_Increments(rad) 0.6494 0.1266
20.07.06 08:01:15: root: DEBUG  : Wheel_Speeds(rad/s) 9.5849 1.8677
20.07.06 08:01:15: root: DEBUG  : Chassis_Increment(m,rad) 0.016 -0.06 1853.138193151
20.07.06 08:01:15: root: DEBUG  : TimeStamp(s) 1853.138485703
20.07.06 08:01:15: root: DEBUG  : Gyro_raw(deg/s) -49.805 1853.146500457
20.07.06 08:01:15: root: DEBUG  : global_x(m) 0.502 global_y(m) 0.424
20.07.06 08:01:15: root: DEBUG  : heading(deg) 108.55
20.07.06 08:01:15: root: DEBUG  : vectorLength(m) 0.503 vectorDirection(deg) 8.6
20.07.06 08:01:15: root: DEBUG  : CurveFlip -1
